Home,Level,BOM Line,Item Description,Quantity,Item Type,QTY., UNIT PRICE , totPRICE , subtotal , PO , VENDOR ,Rule configured by,Item Rev Status,Find No.,Make/Buy,Unit Of Measure,Reference Designator,All Notes,VOC - Variant Occ. Config'd,HCVD - Has Classic Variant Data,Variant Conditions,EOC - Effective Occ. Config'd,Occurrence Effectivity ID,Item Revision Checked-Out,Has Active Markup,PDLC,DOCINT,DOCPDLC
111,3,BOM_RVO673341531/000 x 4,"BALL VALVE-2""-150#",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,320,,EACH,,,Y,False,,True,,,False,,,
112,3,BOM_RVO673341535/000 x 3,"BALL VALVE-1""-300#",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,330,,EACH,,,Y,False,,True,,,False,,,
113,3,BOM_RVO673341536/000 x 8,"BALL VALVE-2""-300#",8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,340,,EACH,,,Y,False,,True,,,False,,,
114,3,BOM_RVO673341537/000 x 2,"BALL VALVE-3""-300#",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,350,,EACH,,,Y,False,,True,,,False,,,
115,3,BOM_RVO673341541/000 x 1,"BALL VALVE-4""-300#-S3Y",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,360,,EACH,,,Y,False,,True,,,False,,,
116,3,BOM_RVO673341542/000 x 3,"BALL VALVE-1 1/2""-800#-SW-THR",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,370,,EACH,,,Y,False,,True,,,False,,,
117,3,BOM_RVO673341548/000 x 2,"BALL VALVE* 1""300 (BL-S2F30Y-U-01)SOK9952890-pos193",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,380,,EACH,,,Y,False,,True,,,False,,,
118,3,BOM_RVO673341549/000 x 1,"BALL VALVE* 1""300 (BL-S2F30Y-U-01)SOK9952890-pos192",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,390,,EACH,,,Y,False,,True,,,False,,,
119,3,BOM_RVO673341550/000 x 1,"BALL VALVE* 1""800 (BL-C1S80A-N-01)SOK9952890-pos122",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,400,,EACH,,,Y,False,,True,,,False,,,
120,3,BOM_RVO673341551/000 x 9,"BALL VALVE* 1""800 (BL-C1Y80A-N-01)SOK9952890-pos123",9,BOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,410,,EACH,,,Y,False,,True,,,False,,,
121,3,BOM_RVO673341552/000 x 8,"BALL VALVE* 1/2""800 (BL-C1Y80A-N-0D)SOK9952890-pos124",8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,420,,EACH,,,Y,False,,True,,,False,,,
122,3,BOM_RVO673341553/000 x 4,"BALL VALVE* 3/4""800 (BL-C1Y80A-N-0E)SOK9952890-pos125",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,430,,EACH,,,Y,False,,True,,,False,,,
123,3,BOM_RVO673341556/000 x 3,"BALL VALVE* 3/4""800 (BL-C1Y80A-U-0E)SOK9952890-pos128",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,440,,EACH,,,Y,False,,True,,,False,,,
124,3,BOM_RVO673341558/000 x 1,"BALL VALVE* 3/4""800 (BL-C1Y80A-U-0E)SOK9952890-pos130",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,450,,EACH,,,Y,False,,True,,,False,,,
125,3,BOM_RVO673341560/000 x 7,"BALL VALVE* 2""150 (BL-C2F15A-N-02)SOK9952890-pos132",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,460,,EACH,,,Y,False,,True,,,False,,,
126,3,BOM_RVO673341562/000 x 2,"BALL VALVE* 1""300 (BL-C2F30A-N-01)SOK9952890-pos134",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,470,,EACH,,,Y,False,,True,,,False,,,
127,3,BOM_RVO673341563/000 x 4,"BALL VALVE* 1""300 (BL-C2F30A-N-01)SOK9952890-pos135",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,480,,EACH,,,Y,False,,True,,,False,,,
128,3,BOM_RVO673341564/000 x 2,"BALL VALVE* 2""300 (BL-C2F30A-N-02)SOK9952890-pos136",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,490,,EACH,,,Y,False,,True,,,False,,,
129,3,BOM_RVO673341565/000 x 4,"BALL VALVE*2""300 (BL-C2F30A-N-02) SOK9952890-pos137",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,500,,EACH,,,Y,False,,True,,,False,,,
130,3,BOM_RVO673341566/000 x 1,"BALL VALVE*3""300 (BL-C2F30A-N-03) SOK9952890-pos138",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,510,,EACH,,,Y,False,,True,,,False,,,
131,3,BOM_RVO673341567/000 x 3,"BALL VALVE* 3""300 (BL-C2F30A-N-03)SOK9952890-pos139",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,520,,EACH,,,Y,False,,True,,,False,,,
132,3,BOM_RVO673341576/000 x 2,"BALL VALVE* 2""300 (BL-C2F30H-N-02)SOK9952890-pos148",2,BOM,2,,,,440307424,NEWAY VALVE (EUROPE) SRL,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,530,,EACH,,,Y,False,,True,,,False,,,
133,3,BOM_RVO673341578/000 x 1,"BALL VALVE* 1""800 (BL-S1S80Q-U-01)SOK9952890-pos150",1,BOM,1,,,,440307424,NEWAY VALVE (EUROPE) SRL,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,540,,EACH,,,Y,False,,True,,,False,,,
134,3,BOM_RVO673341581/000 x 4,"BALL VALVE* 1""800 (BL-S1Y80Y-U-01)SOK9952890-pos153",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,550,,EACH,,,Y,False,,True,,,False,,,
135,3,BOM_RVO673341582/000 x 10,"BALL VALVE* 1""800 (BL-S1Y80Y-U-01)SOK9952890-pos154",10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,560,,EACH,,,Y,False,,True,,,False,,,
136,3,BOM_RVO673341583/000 x 35,"BALL VALVE* 1/2""800 (BL-S1Y80Y-U-0D)SOK9952890-pos155",35,BOM,35,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,570,,EACH,,,Y,False,,True,,,False,,,
137,3,BOM_RVO673341584/000 x 9,"BALL VALVE* 3/4""800 (BL-S1Y80Y-U-0E)SOK9952890-pos156",9,BOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,580,,EACH,,,Y,False,,True,,,False,,,
138,3,BOM_RVO673341585/000 x 12,"BALL VALVE* 3/4""800 (BL-S1Y80Y-U-0E)SOK9952890-pos157",12,BOM,12,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,590,,EACH,,,Y,False,,True,,,False,,,
139,3,BOM_RVO673341586/000 x 6,"BALL VALVE* 2""150 (BL-S2F15Y-D-02)SOK9952890-pos158",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,600,,EACH,,,Y,False,,True,,,False,,,
140,3,BOM_RVO673341587/000 x 1,"BALL VALVE* 3""150 (BL-S2F15Y-D-03)SOK9952890-pos159",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,610,,EACH,,,Y,False,,True,,,False,,,
141,3,BOM_RVO673341588/000 x 1,"BALL VALVE* 4""150 (BL-S2F15Y-D-04)SOK9952890-pos160",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,620,,EACH,,,Y,False,,True,,,False,,,
142,3,BOM_RVO673341592/000 x 1,"BALL VALVE* 2""300 (BL-S2F30Y-D-02)SOK9952890-pos164",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,630,,EACH,,,Y,False,,True,,,False,,,
143,3,BOM_RVO673341595/000 x 2,"BALL VALVE* 2""300 (BL-S2F30Y-U-02)SOK9952890-pos167",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,640,,EACH,,,Y,False,,True,,,False,,,
144,3,BOM_RVO673341596/000 x 1,"BALL VALVE* 4""300 (BL-S2F30Y-U-04)SOK9952890-pos168",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,650,,EACH,,,Y,False,,True,,,False,,,
145,3,BOM_RVO673341598/000 x 2,"BALL VALVE* 1/2""800 (BL-S1Y80Q-U-0D)SOK9952890-pos190",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,660,,EACH,,,Y,False,,True,,,False,,,
146,3,BOM_RVO673341599/000 x 1,"BALL VALVE* 1""300 (BL-S2F30Y-U-01)SOK9952890-pos191",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,670,,EACH,,,Y,False,,True,,,False,,,
147,3,BOM_RVO673341600/000 x 2,"BALL VALVE*3/4""800 (BL-C1Y80A-U-0E) SOK9952890-pos194",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,680,,EACH,,,Y,False,,True,,,False,,,
148,3,BOM_RVO673341601/000 x 1,"BALL VALVE*1/2""800 (BL-C1Y80H-N-0D) SOK9952890-pos195",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,690,,EACH,,,Y,False,,True,,,False,,,
149,3,BOM_RVO673341602/000 x 1,"BALL VALVE*1""300 (BL-C2F30A-N-01) SOK9952890-pos196",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,700,,EACH,,,Y,False,,True,,,False,,,
150,3,BOM_RVO673341603/000 x 1,"BALL VALVE*4""300 (BL-C2F30A-N-04) SOK9952890-pos197",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,710,,EACH,,,Y,False,,True,,,False,,,
151,3,BOM_RVO673341604/000 x 1,"BALL VALVE*1""300 (BL-C2F30D-N-01) SOK9952890-pos198",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,720,,EACH,,,Y,False,,True,,,False,,,
152,3,BOM_RVO673341605/000 x 1,"BALL VALVE*4""150 (BL-S1F15Y-D-04) SOK9952890-pos200",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,730,,EACH,,,Y,False,,True,,,False,,,
153,3,BOM_RVO673341606/000 x 1,"BALL VALVE*3/""150 (BL-S1Y80Y-D-0E) SOK9952890-pos201",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,740,,EACH,,,Y,False,,True,,,False,,,
154,3,BOM_RVO673341607/000 x 4,"BALL VALVE*1/2""800 (BL-S1Y80Y-U-0D) SOK9952890-pos202",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,750,,EACH,,,Y,False,,True,,,False,,,
155,3,BOM_RVO673341608/000 x 1,"BALL VALVE*3/4""800 (BL-S1Y80Y-U-0E) SOK9952890-pos203",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,760,,EACH,,,Y,False,,True,,,False,,,
156,3,BOM_RVO673341609/000 x 1,"BALL VALVE*1 1/2""150 (BL-S2F15Y-D-1B) SOK9952890-pos204",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,770,,EACH,,,Y,False,,True,,,False,,,
157,3,BOM_RVO679680006/000 x 1,"NEEDLE VALVE-1""-2000 PSIG#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,780,,EACH,,,Y,False,,True,,,False,,,
158,3,BOM_RVO680014811/000 x 1,"CHECK VALVE-2""-600#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,790,,EACH,,,Y,False,,True,,,False,,,
159,3,BOM_RVO680014812/000 x 2,"GLOBE VALVE-2""-600#-C6A",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,800,,EACH,,,Y,False,,True,,,False,,,
160,3,BOM_RVO680014821/000 x 1,"CHECK VALVE* 2""600 (CKS-S2L60Y-N-02)SOK9952890-pos174",1,BOM,1,,,,440307513,NEWAY VALVE (EUROPE) SRL,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,810,,EACH,,,Y,False,,True,,,False,,,
161,3,BOM_RVO680014822/000 x 1,"GLOBE VALVE* 1""600 (GL-S2F60Y-N-01)SOK9952890-pos175",1,BOM,1,,,,440307513,NEWAY VALVE (EUROPE) SRL,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,820,,EACH,,,Y,False,,True,,,False,,,
162,3,BOM_RVO683441301/000 x 3,"CHECK VALVE-2""-300#",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,830,,EACH,,,Y,False,,True,,,False,,,
163,3,BOM_RVO683441302/000 x 7,"CHECK VALVE-3""-300#",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,840,,EACH,,,Y,False,,True,,,False,,,
164,3,BOM_RVO683441305/000 x 4,"CHECK VALVE-1""-800#",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,850,,EACH,,,Y,False,,True,,,False,,,
165,3,BOM_RVO683441306/000 x 3,"CHECK VALVE-1""-800#",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,860,,EACH,,,Y,False,,True,,,False,,,
166,3,BOM_RVO683441309/000 x 8,"CHECK VALVE-1/2""-800#",8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,880,,EACH,,,Y,False,,True,,,False,,,
167,3,BOM_RVO683441311/000 x 3,"GLOBE VALVE-1""-800#",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,900,,EACH,,,Y,False,,True,,,False,,,
168,3,BOM_RVO683441313/000 x 3,"GLOBE VALVE-2""-300#",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,910,,EACH,,,Y,False,,True,,,False,,,
169,3,BOM_RVO683441315/000 x 1,"GATE VALVE-3/4""-800#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,920,,EACH,,,Y,False,,True,,,False,,,
170,3,BOM_RVO683441330/000 x 2,"CHECK VALVE* 3""300 (CKD-C2L30A-N-03)SOK9952890-pos176",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,930,,EACH,,,Y,False,,True,,,False,,,
171,3,BOM_RVO683441332/000 x 1,"CHECK VALVE* 2""300 (CKD-C2L30H-N-02)SOK9952890-pos178",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,940,,EACH,,,Y,False,,True,,,False,,,
172,3,BOM_RVO683441333/000 x 1,"CHECK VALVE* 2""150 (CKP-C2L15A-N-02)SOK9952890-pos179",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,950,,EACH,,,Y,False,,True,,,False,,,
173,3,BOM_RVO683441334/000 x 1,"CHECK VALVE* 2""300 (CKP-C2L30A-N-02)SOK9952890-pos180",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,960,,EACH,,,Y,False,,True,,,False,,,
174,3,BOM_RVO683441335/000 x 1,"CHECK VALVE* 1 1/2""150 (CKP-S1S15Y-N-1B)SOK9952890-pos181",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,970,,EACH,,,Y,False,,True,,,False,,,
175,3,BOM_RVO683441336/000 x 2,"GATE VALVE* 1/2""800 (GT-C1Y80H-N-0D)SOK9952890-pos182",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,980,,EACH,,,Y,False,,True,,,False,,,
176,3,BOM_RVO683441337/000 x 1,"GATE VALVE* 1""300 (GT-C2F30H-N-01)SOK9952890-pos183",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,990,,EACH,,,Y,False,,True,,,False,,,
177,3,BOM_RVO683441338/000 x 1,"GATE VALVE* 2""300 (GT-C2F30H-N-02)SOK9952890-pos184",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,1000,,EACH,,,Y,False,,True,,,False,,,
178,3,BOM_RVO683441341/000 x 2,"CHECK VALVE*3""300 (CKD-C2L30A-N-03) SOK9952890-pos208",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,1020,,EACH,,,Y,False,,True,,,False,,,
179,1,K005PVA40_0506053/001 x 1,CRYOGENIC MANUAL VALVES 1ST MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,90,,EACH,,,Y,False,,True,,,False,,,
180,2,BOM_SKO2000891/003 x 1,manual valves first MTO,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K005PVA04_0506053..1.000000,Y,False,,True,,,False,,,
181,3,BOM_RVO025867110/000 x 1,"BALL VALVE-6""-600#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,220,,EACH,,,Y,False,,True,,,False,,,
182,3,BOM_RVO680014804/000 x 1,"CHECK VALVE-8""-150#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,230,,EACH,,,Y,False,,True,,,False,,,
183,3,BOM_RVO683441304/000 x 1,"CHECK VALVE-6""-300#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,240,,EACH,,,Y,False,,True,,,False,,,
184,3,BOM_RVO680014805/000 x 1,"CHECK VALVE-8""-300#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,250,,EACH,,,Y,False,,True,,,False,,,
185,3,BOM_RVO680014806/000 x 1,"CHECK VALVE-16""-300#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,260,,EACH,,,Y,False,,True,,,False,,,
186,3,BOM_RVO680014807/000 x 1,"CHECK VALVE-6""-600#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,280,,EACH,,,Y,False,,True,,,False,,,
187,3,BOM_RVO680014808/000 x 1,"CHECK VALVE-10""-600#",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,290,,EACH,,,Y,False,,True,,,False,,,
188,3,BOM_RVO025867133/000 x 4,"BALL VALVE* 8""150 (BL-S2F15Y-D-08)SOK9952890-pos107",4,BOM,0,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,300,,EACH,,,Y,False,,True,,,False,,,
189,3,BOM_RVO025867134/000 x 1,"BALL VALVE* 10""150 (BL-S2F15Y-D-10)SOK9952890-pos108",1,BOM,1,,,,440293409,DAFRAM SPA,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,310,,EACH,,,Y,False,,True,,,False,,,
190,3,BOM_RVO025867135/000 x 1,"BALL VALVE* 12""150 (BL-S2F15Y-D-12)SOK9952890-pos109",1,BOM,1,,,,440293409,DAFRAM SPA,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,320,,EACH,,,Y,False,,True,,,False,,,
191,3,BOM_RVO025867138/000 x 1,"BALL VALVE* 6""600 (BL-S2F60Y-D-06)SOK9952890-pos112",1,BOM,0,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,330,,EACH,,,Y,False,,True,,,False,,,
192,3,BOM_RVO025867146/000 x 1,"BALL VALVE* 8""300 (BL-S2F30Y-D-08)SOK9952890-pos120",1,BOM,0,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,340,,EACH,,,Y,False,,True,,,False,,,
193,3,BOM_RVO637590005/000 x 1,"BUTTERFLY VALVE* 16""300 (BF-S2L30Y-N-16)SOK9952890-pos170",1,BOM,0,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,350,,EACH,,,Y,False,,True,,,False,,,
194,3,BOM_RVO673341589/000 x 1,"BALL VALVE* 6""150 (BL-S2F15Y-D-06)SOK9952890-pos161",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,360,,EACH,,,Y,False,,True,,,False,,,
195,3,BOM_RVO673341591/000 x 1,"BALL VALVE* 6""150 (BL-S2F15Y-N-06)SOK9952890-pos163",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,370,,EACH,,,Y,False,,True,,,False,,,
196,3,BOM_RVO673341593/000 x 1,"BALL VALVE* 6""300 (BL-S2F30Y-D-06)SOK9952890-pos165",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,380,,EACH,,,Y,False,,True,,,False,,,
197,3,BOM_RVO673341597/000 x 1,"BALL VALVE* 6""300 (BL-S2F30Y-U-06)SOK9952890-pos169",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,390,,EACH,,,Y,False,,True,,,False,,,
198,3,BOM_RVO673341610/000 x 1,"BALL VALVE*10""150 (BL-S2F15Y-N-10) SOK9952890-pos205",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,400,,EACH,,,Y,False,,True,,,False,,,
199,3,BOM_RVO673341611/000 x 1,"BALL VALVE*12""150 (BL-S2F15Y-N-12) SOK9952890-pos206",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,410,,EACH,,,Y,False,,True,,,False,,,
200,3,BOM_RVO683441340/000 x 1,"CHECK VALVE*10""600 (CKD-S2L60Y-N-10) SOK9952890-pos212",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,420,,EACH,,,Y,False,,True,,,False,,,
201,3,BOM_RVO683441343/000 x 1,"CHECK VALVE*8""300 (CKD-S2L30Y-N-08) SOK9952890-pos210",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,430,,EACH,,,Y,False,,True,,,False,,,
202,3,BOM_RVO683441344/000 x 1,"CHECK VALVE*16""300 (CKD-S2L30Y-N-16) SOK9952890-pos211",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,440,,EACH,,,Y,False,,True,,,False,,,
203,3,BOM_RVO683441342/000 x 1,"CHECK VALVE*6""300 (CKD-S2L30Y-N-06) SOK9952890-pos209",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,450,,EACH,,,Y,False,,True,,,False,,,
204,1,K005PVA45_0506053/001 x 1,CRYOGENIC MANUAL VALVES BALANCE,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,100,,EACH,,,Y,False,,True,,,False,,,
205,2,BOM_SKO2000925/000 x 1,CRYOGENIC MANUAL VALVES BALANCE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K005PVA24_0506053..1.000000,Y,False,,True,,,False,,,
